exps,dataSets,attacks,budgets(%),metrics,result
2,Cora,minmax,15,edge_homophily,0.740007402
2,Cora,minmax,15,node_homophily,0.751855458
2,Cora,minmax,15,class_homophily,0.669924412
2,Cora,minmax,15,adjusted_homophily,0.207512254
2,Cora,minmax,15,balanced_homophily,0.301954647
2,Cora,minmax,20,edge_homophily,0.715168029
2,Cora,minmax,20,node_homophily,0.735006983
2,Cora,minmax,20,class_homophily,0.639058608
2,Cora,minmax,20,adjusted_homophily,0.059371856
2,Cora,minmax,20,balanced_homophily,0.283435165
2,Cora,nodeembeddingattack,1,edge_homophily,0.810562572
2,Cora,nodeembeddingattack,1,node_homophily,0.826151016
2,Cora,nodeembeddingattack,1,class_homophily,0.766248528
2,Cora,nodeembeddingattack,1,adjusted_homophily,0.484595718
2,Cora,nodeembeddingattack,1,balanced_homophily,0.359749117
2,Cora,nodeembeddingattack,5,edge_homophily,0.812562313
2,Cora,nodeembeddingattack,5,node_homophily,0.826490653
2,Cora,nodeembeddingattack,5,class_homophily,0.76913541
2,Cora,nodeembeddingattack,5,adjusted_homophily,0.555061284
2,Cora,nodeembeddingattack,5,balanced_homophily,0.361481246
2,Cora,nodeembeddingattack,10,edge_homophily,0.819827405
2,Cora,nodeembeddingattack,10,node_homophily,0.830414152
2,Cora,nodeembeddingattack,10,class_homophily,0.778917661
2,Cora,nodeembeddingattack,10,adjusted_homophily,0.626197803
2,Cora,nodeembeddingattack,10,balanced_homophily,0.367350596
2,Cora,nodeembeddingattack,15,edge_homophily,0.823490082
2,Cora,nodeembeddingattack,15,node_homophily,0.831580479
2,Cora,nodeembeddingattack,15,class_homophily,0.782596112
2,Cora,nodeembeddingattack,15,adjusted_homophily,0.669685339
2,Cora,nodeembeddingattack,15,balanced_homophily,0.369557667
2,Cora,nodeembeddingattack,20,edge_homophily,0.829031494
2,Cora,nodeembeddingattack,20,node_homophily,0.834211538
2,Cora,nodeembeddingattack,20,class_homophily,0.789856726
2,Cora,nodeembeddingattack,20,adjusted_homophily,0.709417218
2,Cora,nodeembeddingattack,20,balanced_homophily,0.373914036
2,Cora,pgd,1,edge_homophily,0.804827456
2,Cora,pgd,1,node_homophily,0.818667047
2,Cora,pgd,1,class_homophily,0.759996209
2,Cora,pgd,1,adjusted_homophily,0.440079248
2,Cora,pgd,1,balanced_homophily,0.355997725
2,Cora,pgd,5,edge_homophily,0.779022777
2,Cora,pgd,5,node_homophily,0.79710148
2,Cora,pgd,5,class_homophily,0.727864265
2,Cora,pgd,5,adjusted_homophily,0.301137636
2,Cora,pgd,5,balanced_homophily,0.336718559
2,Cora,pgd,10,edge_homophily,0.749911127
2,Cora,pgd,10,node_homophily,0.774525739
2,Cora,pgd,10,class_homophily,0.691673755
2,Cora,pgd,10,adjusted_homophily,0.091744921
2,Cora,pgd,10,balanced_homophily,0.315004253
2,Cora,pgd,15,edge_homophily,0.728438433
2,Cora,pgd,15,node_homophily,0.749619617
2,Cora,pgd,15,class_homophily,0.664163279
2,Cora,pgd,15,adjusted_homophily,-0.014292593
2,Cora,pgd,15,balanced_homophily,0.298497967
2,Cora,pgd,20,edge_homophily,0.701901662
2,Cora,pgd,20,node_homophily,0.73030815
2,Cora,pgd,20,class_homophily,0.630439545
2,Cora,pgd,20,adjusted_homophily,-0.258712932
2,Cora,pgd,20,balanced_homophily,0.278263727
2,Cora,random,1,edge_homophily,0.804690432
2,Cora,random,1,node_homophily,0.819350321
2,Cora,random,1,class_homophily,0.759554414
2,Cora,random,1,adjusted_homophily,0.427835556
2,Cora,random,1,balanced_homophily,0.355732648
2,Cora,random,5,edge_homophily,0.779101245
2,Cora,random,5,node_homophily,0.791073571
2,Cora,random,5,class_homophily,0.72814088
2,Cora,random,5,adjusted_homophily,0.235763701
2,Cora,random,5,balanced_homophily,0.336884528
2,Cora,random,10,edge_homophily,0.754177433
2,Cora,random,10,node_homophily,0.76221552
2,Cora,random,10,class_homophily,0.69976843
2,Cora,random,10,adjusted_homophily,-0.14081906
2,Cora,random,10,balanced_homophily,0.319861058
2,Cora,random,15,edge_homophily,0.729279947
2,Cora,random,15,node_homophily,0.734075172
2,Cora,random,15,class_homophily,0.668495298
2,Cora,random,15,adjusted_homophily,-0.878020096
2,Cora,random,15,balanced_homophily,0.301097179
2,Cora,random,20,edge_homophily,0.708353071
2,Cora,random,20,node_homophily,0.713130799
2,Cora,random,20,class_homophily,0.641294629
2,Cora,random,20,adjusted_homophily,-3.50480063
2,Cora,random,20,balanced_homophily,0.284776777
2,CiteSeer,CLGA,1,edge_homophily,
2,CiteSeer,CLGA,1,node_homophily,
2,CiteSeer,CLGA,1,class_homophily,
2,CiteSeer,CLGA,1,adjusted_homophily,
2,CiteSeer,CLGA,1,balanced_homophily,
2,CiteSeer,CLGA,5,edge_homophily,
2,CiteSeer,CLGA,5,node_homophily,
2,CiteSeer,CLGA,5,class_homophily,
2,CiteSeer,CLGA,5,adjusted_homophily,
2,CiteSeer,CLGA,5,balanced_homophily,
2,CiteSeer,CLGA,10,edge_homophily,
2,CiteSeer,CLGA,10,node_homophily,
2,CiteSeer,CLGA,10,class_homophily,
2,CiteSeer,CLGA,10,adjusted_homophily,
2,CiteSeer,CLGA,10,balanced_homophily,
2,CiteSeer,CLGA,15,edge_homophily,
2,CiteSeer,CLGA,15,node_homophily,
2,CiteSeer,CLGA,15,class_homophily,
2,CiteSeer,CLGA,15,adjusted_homophily,
2,CiteSeer,CLGA,15,balanced_homophily,
2,CiteSeer,CLGA,20,edge_homophily,
2,CiteSeer,CLGA,20,node_homophily,
2,CiteSeer,CLGA,20,class_homophily,
2,CiteSeer,CLGA,20,adjusted_homophily,
2,CiteSeer,CLGA,20,balanced_homophily,
2,CiteSeer,dice,1,edge_homophily,0.540540541
2,CiteSeer,dice,1,node_homophily,0.511815488
2,CiteSeer,dice,1,class_homophily,0.531228047
2,CiteSeer,dice,1,adjusted_homophily,0.385583389
2,CiteSeer,dice,1,balanced_homophily,0.183760841
2,CiteSeer,dice,5,edge_homophily,0.527489512
2,CiteSeer,dice,5,node_homophily,0.494755325
2,CiteSeer,dice,5,class_homophily,0.511672035
2,CiteSeer,dice,5,adjusted_homophily,0.370033064
2,CiteSeer,dice,5,balanced_homophily,0.171538334
2,CiteSeer,dice,10,edge_homophily,0.509047308
2,CiteSeer,dice,10,node_homophily,0.476986889
2,CiteSeer,dice,10,class_homophily,0.484499741
2,CiteSeer,dice,10,adjusted_homophily,0.342049135
2,CiteSeer,dice,10,balanced_homophily,0.154555651
2,CiteSeer,dice,15,edge_homophily,0.489505903
2,CiteSeer,dice,15,node_homophily,0.456201273
2,CiteSeer,dice,15,class_homophily,0.459562447
2,CiteSeer,dice,15,adjusted_homophily,0.319361352
2,CiteSeer,dice,15,balanced_homophily,0.138969842
2,CiteSeer,dice,20,edge_homophily,0.472866521
2,CiteSeer,dice,20,node_homophily,0.435909675
2,CiteSeer,dice,20,class_homophily,0.429281844
2,CiteSeer,dice,20,adjusted_homophily,0.297981713
2,CiteSeer,dice,20,balanced_homophily,0.120044465
2,CiteSeer,metattack,1,edge_homophily,0.538177072
2,CiteSeer,metattack,1,node_homophily,0.509509501
2,CiteSeer,metattack,1,class_homophily,0.525870961
2,CiteSeer,metattack,1,adjusted_homophily,0.377590022
2,CiteSeer,metattack,1,balanced_homophily,0.180412663
2,CiteSeer,metattack,5,edge_homophily,0.519774011
2,CiteSeer,metattack,5,node_homophily,0.490197808
2,CiteSeer,metattack,5,class_homophily,0.496631237
2,CiteSeer,metattack,5,adjusted_homophily,0.333827879
2,CiteSeer,metattack,5,balanced_homophily,0.162137836
2,CiteSeer,metattack,10,edge_homophily,0.499101258
2,CiteSeer,metattack,10,node_homophily,0.46334047
2,CiteSeer,metattack,10,class_homophily,0.465932766
2,CiteSeer,metattack,10,adjusted_homophily,0.27665654
2,CiteSeer,metattack,10,balanced_homophily,0.142951291
2,CiteSeer,metattack,15,edge_homophily,0.482040504
2,CiteSeer,metattack,15,node_homophily,0.446060376
2,CiteSeer,metattack,15,class_homophily,0.439504809
2,CiteSeer,metattack,15,adjusted_homophily,0.220238577
2,CiteSeer,metattack,15,balanced_homophily,0.126433818
2,CiteSeer,metattack,20,edge_homophily,0.463932625
2,CiteSeer,metattack,20,node_homophily,0.425437036
2,CiteSeer,metattack,20,class_homophily,0.416740979
2,CiteSeer,metattack,20,adjusted_homophily,0.156129824
2,CiteSeer,metattack,20,balanced_homophily,0.112206424
2,CiteSeer,minmax,1,edge_homophily,0.540039276
2,CiteSeer,minmax,1,node_homophily,0.512051915
2,CiteSeer,minmax,1,class_homophily,0.528674664
2,CiteSeer,minmax,1,adjusted_homophily,0.381135182
2,CiteSeer,minmax,1,balanced_homophily,0.182164977
2,CiteSeer,minmax,5,edge_homophily,0.522814499
2,CiteSeer,minmax,5,node_homophily,0.49783555
2,CiteSeer,minmax,5,class_homophily,0.500462736
2,CiteSeer,minmax,5,adjusted_homophily,0.346730526
2,CiteSeer,minmax,5,balanced_homophily,0.164532523
2,CiteSeer,minmax,10,edge_homophily,0.506644518
2,CiteSeer,minmax,10,node_homophily,0.490059032
2,CiteSeer,minmax,10,class_homophily,0.475359099
2,CiteSeer,minmax,10,adjusted_homophily,0.311774708
2,CiteSeer,minmax,10,balanced_homophily,0.148842749
2,CiteSeer,minmax,15,edge_homophily,0.496766117
2,CiteSeer,minmax,15,node_homophily,0.481370513
2,CiteSeer,minmax,15,class_homophily,0.460244328
2,CiteSeer,minmax,15,adjusted_homophily,0.299790976
2,CiteSeer,minmax,15,balanced_homophily,0.139396017
2,CiteSeer,minmax,20,edge_homophily,0.482049213
2,CiteSeer,minmax,20,node_homophily,0.474090483
2,CiteSeer,minmax,20,class_homophily,0.439622679
2,CiteSeer,minmax,20,adjusted_homophily,0.258337169
2,CiteSeer,minmax,20,balanced_homophily,0.126507487
2,CiteSeer,nodeembeddingattack,1,edge_homophily,0.543155092
2,CiteSeer,nodeembeddingattack,1,node_homophily,0.514713947
2,CiteSeer,nodeembeddingattack,1,class_homophily,0.534255171
2,CiteSeer,nodeembeddingattack,1,adjusted_homophily,0.392321229
2,CiteSeer,nodeembeddingattack,1,balanced_homophily,0.185652794
2,CiteSeer,nodeembeddingattack,5,edge_homophily,0.54566474
2,CiteSeer,nodeembeddingattack,5,node_homophily,0.515468979
2,CiteSeer,nodeembeddingattack,5,class_homophily,0.536627338
2,CiteSeer,nodeembeddingattack,5,adjusted_homophily,0.408813631
2,CiteSeer,nodeembeddingattack,5,balanced_homophily,0.187135399
2,CiteSeer,nodeembeddingattack,10,edge_homophily,0.547717842
2,CiteSeer,nodeembeddingattack,10,node_homophily,0.515827513
2,CiteSeer,nodeembeddingattack,10,class_homophily,0.540561497
2,CiteSeer,nodeembeddingattack,10,adjusted_homophily,0.429499809
2,CiteSeer,nodeembeddingattack,10,balanced_homophily,0.189594248
2,CiteSeer,nodeembeddingattack,15,edge_homophily,0.547803618
2,CiteSeer,nodeembeddingattack,15,node_homophily,0.515101263
2,CiteSeer,nodeembeddingattack,15,class_homophily,0.542771556
2,CiteSeer,nodeembeddingattack,15,adjusted_homophily,0.44597073
2,CiteSeer,nodeembeddingattack,15,balanced_homophily,0.190975535
2,CiteSeer,nodeembeddingattack,20,edge_homophily,0.543108182
2,CiteSeer,nodeembeddingattack,20,node_homophily,0.512675575
2,CiteSeer,nodeembeddingattack,20,class_homophily,0.539134795
2,CiteSeer,nodeembeddingattack,20,adjusted_homophily,0.455341769
2,CiteSeer,nodeembeddingattack,20,balanced_homophily,0.188702559
2,CiteSeer,pgd,1,edge_homophily,0.539384683
2,CiteSeer,pgd,1,node_homophily,0.511913991
2,CiteSeer,pgd,1,class_homophily,0.528298084
2,CiteSeer,pgd,1,adjusted_homophily,0.380520932
2,CiteSeer,pgd,1,balanced_homophily,0.181929615
2,CiteSeer,pgd,5,edge_homophily,0.522587487
2,CiteSeer,pgd,5,node_homophily,0.502362792
2,CiteSeer,pgd,5,class_homophily,0.499412817
2,CiteSeer,pgd,5,adjusted_homophily,0.34577034
2,CiteSeer,pgd,5,balanced_homophily,0.163876323
2,CiteSeer,pgd,10,edge_homophily,0.502753416
2,CiteSeer,pgd,10,node_homophily,0.492654707
2,CiteSeer,pgd,10,class_homophily,0.47071884
2,CiteSeer,pgd,10,adjusted_homophily,0.296971968
2,CiteSeer,pgd,10,balanced_homophily,0.145942587
2,CiteSeer,pgd,15,edge_homophily,0.487684729
2,CiteSeer,pgd,15,node_homophily,0.480471418
2,CiteSeer,pgd,15,class_homophily,0.444317105
2,CiteSeer,pgd,15,adjusted_homophily,0.253051662
2,CiteSeer,pgd,15,balanced_homophily,0.129441503
2,CiteSeer,pgd,20,edge_homophily,0.468076996
2,CiteSeer,pgd,20,node_homophily,0.470875716
2,CiteSeer,pgd,20,class_homophily,0.418564314
2,CiteSeer,pgd,20,adjusted_homophily,0.201677565
2,CiteSeer,pgd,20,balanced_homophily,0.113346008
2,CiteSeer,random,1,edge_homophily,0.539482271
2,CiteSeer,random,1,node_homophily,0.511531372
2,CiteSeer,random,1,class_homophily,0.529221475
2,CiteSeer,random,1,adjusted_homophily,0.3796183
2,CiteSeer,random,1,balanced_homophily,0.182506734
2,CiteSeer,random,5,edge_homophily,0.525632978
2,CiteSeer,random,5,node_homophily,0.499428085
2,CiteSeer,random,5,class_homophily,0.510085995
2,CiteSeer,random,5,adjusted_homophily,0.343896673
2,CiteSeer,random,5,balanced_homophily,0.170547059
2,CiteSeer,random,10,edge_homophily,0.508687837
2,CiteSeer,random,10,node_homophily,0.485237135
2,CiteSeer,random,10,class_homophily,0.48728412
2,CiteSeer,random,10,adjusted_homophily,0.298084961
2,CiteSeer,random,10,balanced_homophily,0.156295887
2,CiteSeer,random,15,edge_homophily,0.49751624
2,CiteSeer,random,15,node_homophily,0.473764441
2,CiteSeer,random,15,class_homophily,0.47070422
2,CiteSeer,random,15,adjusted_homophily,0.254008728
2,CiteSeer,random,15,balanced_homophily,0.14593345
2,CiteSeer,random,20,edge_homophily,0.478579275
2,CiteSeer,random,20,node_homophily,0.45722682
2,CiteSeer,random,20,class_homophily,0.442345317
2,CiteSeer,random,20,adjusted_homophily,0.190095386
2,CiteSeer,random,20,balanced_homophily,0.128209136
3,Cora,CLGA,1,edge_homophily,0.805566002
3,Cora,CLGA,1,node_homophily,0.814812378
3,Cora,CLGA,1,class_homophily,0.759885487
3,Cora,CLGA,1,adjusted_homophily,0.435415731
3,Cora,CLGA,1,balanced_homophily,0.355931292
3,Cora,CLGA,5,edge_homophily,0.785961084
3,Cora,CLGA,5,node_homophily,0.781870888
3,Cora,CLGA,5,class_homophily,0.736219132
3,Cora,CLGA,5,adjusted_homophily,0.27289477
3,Cora,CLGA,5,balanced_homophily,0.341731479
3,Cora,CLGA,10,edge_homophily,0.761655317
3,Cora,CLGA,10,node_homophily,0.747101894
3,Cora,CLGA,10,class_homophily,0.706745615
3,Cora,CLGA,10,adjusted_homophily,-0.030251284
3,Cora,CLGA,10,balanced_homophily,0.324047369
3,Cora,CLGA,15,edge_homophily,0.737803856
3,Cora,CLGA,15,node_homophily,0.718045184
3,Cora,CLGA,15,class_homophily,0.678311564
3,Cora,CLGA,15,adjusted_homophily,-0.605703395
3,Cora,CLGA,15,balanced_homophily,0.306986938
3,Cora,CLGA,20,edge_homophily,0.717762734
3,Cora,CLGA,20,node_homophily,0.695054755
3,Cora,CLGA,20,class_homophily,0.654396913
3,Cora,CLGA,20,adjusted_homophily,-2.064345717
3,Cora,CLGA,20,balanced_homophily,0.292638148
3,Cora,dice,1,edge_homophily,0.805039788
3,Cora,dice,1,node_homophily,0.819850232
3,Cora,dice,1,class_homophily,0.76019136
3,Cora,dice,1,adjusted_homophily,0.450564155
3,Cora,dice,1,balanced_homophily,0.356114816
3,Cora,dice,5,edge_homophily,0.784135977
3,Cora,dice,5,node_homophily,0.792516816
3,Cora,dice,5,class_homophily,0.735611223
3,Cora,dice,5,adjusted_homophily,0.384783928
3,Cora,dice,5,balanced_homophily,0.341366734
3,Cora,dice,10,edge_homophily,0.758913413
3,Cora,dice,10,node_homophily,0.76290072
3,Cora,dice,10,class_homophily,0.706155757
3,Cora,dice,10,adjusted_homophily,0.308595688
3,Cora,dice,10,balanced_homophily,0.323693454
3,Cora,dice,15,edge_homophily,0.734632117
3,Cora,dice,15,node_homophily,0.735322661
3,Cora,dice,15,class_homophily,0.678190592
3,Cora,dice,15,adjusted_homophily,0.25639914
3,Cora,dice,15,balanced_homophily,0.306914355
3,Cora,dice,20,edge_homophily,0.710062536
3,Cora,dice,20,node_homophily,0.709540672
3,Cora,dice,20,class_homophily,0.650759956
3,Cora,dice,20,adjusted_homophily,0.183854346
3,Cora,dice,20,balanced_homophily,0.290455973
3,Cora,metattack,1,edge_homophily,0.80206379
3,Cora,metattack,1,node_homophily,0.811980821
3,Cora,metattack,1,class_homophily,0.756448726
3,Cora,metattack,1,adjusted_homophily,0.421745293
3,Cora,metattack,1,balanced_homophily,0.353869236
3,Cora,metattack,5,edge_homophily,0.772062805
3,Cora,metattack,5,node_homophily,0.777167306
3,Cora,metattack,5,class_homophily,0.718767402
3,Cora,metattack,5,adjusted_homophily,0.220016738
3,Cora,metattack,5,balanced_homophily,0.331260441
3,Cora,metattack,10,edge_homophily,0.739100465
3,Cora,metattack,10,node_homophily,0.740392561
3,Cora,metattack,10,class_homophily,0.678656717
3,Cora,metattack,10,adjusted_homophily,-0.152060416
3,Cora,metattack,10,balanced_homophily,0.30719403
3,Cora,metattack,15,edge_homophily,0.709288896
3,Cora,metattack,15,node_homophily,0.708488882
3,Cora,metattack,15,class_homophily,0.642924726
3,Cora,metattack,15,adjusted_homophily,-0.870528763
3,Cora,metattack,15,balanced_homophily,0.285754835
3,Cora,metattack,20,edge_homophily,0.68319341
3,Cora,metattack,20,node_homophily,0.684376722
3,Cora,metattack,20,class_homophily,0.612118281
3,Cora,metattack,20,adjusted_homophily,-2.733301984
3,Cora,metattack,20,balanced_homophily,0.267270968
3,Cora,minmax,1,edge_homophily,0.803921569
3,Cora,minmax,1,node_homophily,0.817149329
3,Cora,minmax,1,class_homophily,0.757702776
3,Cora,minmax,1,adjusted_homophily,0.438805895
3,Cora,minmax,1,balanced_homophily,0.354621665
3,Cora,minmax,5,edge_homophily,0.783929903
3,Cora,minmax,5,node_homophily,0.792401098
3,Cora,minmax,5,class_homophily,0.729984318
3,Cora,minmax,5,adjusted_homophily,0.356810581
3,Cora,minmax,5,balanced_homophily,0.337990591
3,Cora,minmax,10,edge_homophily,0.760376314
3,Cora,minmax,10,node_homophily,0.769191226
3,Cora,minmax,10,class_homophily,0.698530331
3,Cora,minmax,10,adjusted_homophily,0.254310615
3,Cora,minmax,10,balanced_homophily,0.319118199
3,Cora,minmax,15,edge_homophily,0.740775079
3,Cora,minmax,15,node_homophily,0.751216227
3,Cora,minmax,15,class_homophily,0.670509812
3,Cora,minmax,15,adjusted_homophily,0.22012837
3,Cora,minmax,15,balanced_homophily,0.302305887
3,Cora,minmax,20,edge_homophily,0.714752907
3,Cora,minmax,20,node_homophily,0.734150835
3,Cora,minmax,20,class_homophily,0.638231954
3,Cora,minmax,20,adjusted_homophily,0.069834389
3,Cora,minmax,20,balanced_homophily,0.282939172
3,Cora,nodeembeddingattack,1,edge_homophily,0.810753923
3,Cora,nodeembeddingattack,1,node_homophily,0.826300192
3,Cora,nodeembeddingattack,1,class_homophily,0.766542119
3,Cora,nodeembeddingattack,1,adjusted_homophily,0.485256313
3,Cora,nodeembeddingattack,1,balanced_homophily,0.359925271
3,Cora,nodeembeddingattack,5,edge_homophily,0.813160518
3,Cora,nodeembeddingattack,5,node_homophily,0.827289522
3,Cora,nodeembeddingattack,5,class_homophily,0.769631533
3,Cora,nodeembeddingattack,5,adjusted_homophily,0.555734713
3,Cora,nodeembeddingattack,5,balanced_homophily,0.36177892
3,Cora,nodeembeddingattack,10,edge_homophily,0.815407283
3,Cora,nodeembeddingattack,10,node_homophily,0.82918881
3,Cora,nodeembeddingattack,10,class_homophily,0.773121178
3,Cora,nodeembeddingattack,10,adjusted_homophily,0.617909079
3,Cora,nodeembeddingattack,10,balanced_homophily,0.363872707
3,Cora,nodeembeddingattack,15,edge_homophily,0.823267216
3,Cora,nodeembeddingattack,15,node_homophily,0.831683436
3,Cora,nodeembeddingattack,15,class_homophily,0.782829356
3,Cora,nodeembeddingattack,15,adjusted_homophily,0.670146051
3,Cora,nodeembeddingattack,15,balanced_homophily,0.369697613
3,Cora,nodeembeddingattack,20,edge_homophily,0.827373905
3,Cora,nodeembeddingattack,20,node_homophily,0.833218366
3,Cora,nodeembeddingattack,20,class_homophily,0.787280651
3,Cora,nodeembeddingattack,20,adjusted_homophily,0.706330231
3,Cora,nodeembeddingattack,20,balanced_homophily,0.37236839
3,Cora,pgd,1,edge_homophily,0.805550311
3,Cora,pgd,1,node_homophily,0.820329426
3,Cora,pgd,1,class_homophily,0.759821822
3,Cora,pgd,1,adjusted_homophily,0.445553328
3,Cora,pgd,1,balanced_homophily,0.355893093
3,Cora,pgd,5,edge_homophily,0.776580197
3,Cora,pgd,5,node_homophily,0.797194719
3,Cora,pgd,5,class_homophily,0.725342974
3,Cora,pgd,5,adjusted_homophily,0.272243335
3,Cora,pgd,5,balanced_homophily,0.335205785
3,Cora,pgd,10,edge_homophily,0.748580554
3,Cora,pgd,10,node_homophily,0.77322926
3,Cora,pgd,10,class_homophily,0.691313738
3,Cora,pgd,10,adjusted_homophily,0.077585347
3,Cora,pgd,10,balanced_homophily,0.314788243
3,Cora,pgd,15,edge_homophily,0.722665741
3,Cora,pgd,15,node_homophily,0.753480557
3,Cora,pgd,15,class_homophily,0.661079065
3,Cora,pgd,15,adjusted_homophily,-0.141573615
3,Cora,pgd,15,balanced_homophily,0.296647439
3,Cora,pgd,20,edge_homophily,0.701196581
3,Cora,pgd,20,node_homophily,0.734479896
3,Cora,pgd,20,class_homophily,0.628044228
3,Cora,pgd,20,adjusted_homophily,-0.252685135
3,Cora,pgd,20,balanced_homophily,0.276826537
3,Cora,random,1,edge_homophily,0.803939962
3,Cora,random,1,node_homophily,0.818007978
3,Cora,random,1,class_homophily,0.758400046
3,Cora,random,1,adjusted_homophily,0.428319446
3,Cora,random,1,balanced_homophily,0.355040028
3,Cora,random,5,edge_homophily,0.779823137
3,Cora,random,5,node_homophily,0.790916816
3,Cora,random,5,class_homophily,0.728979825
3,Cora,random,5,adjusted_homophily,0.236050606
3,Cora,random,5,balanced_homophily,0.337387895
3,Cora,random,10,edge_homophily,0.754521964
3,Cora,random,10,node_homophily,0.763809329
3,Cora,random,10,class_homophily,0.698303498
3,Cora,random,10,adjusted_homophily,-0.148745755
3,Cora,random,10,balanced_homophily,0.318982099
3,Cora,random,15,edge_homophily,0.731586752
3,Cora,random,15,node_homophily,0.737126524
3,Cora,random,15,class_homophily,0.671756036
3,Cora,random,15,adjusted_homophily,-0.917028276
3,Cora,random,15,balanced_homophily,0.303053622
3,Cora,random,20,edge_homophily,0.70519501
3,Cora,random,20,node_homophily,0.705442831
3,Cora,random,20,class_homophily,0.641687953
3,Cora,random,20,adjusted_homophily,-3.957991969
3,Cora,random,20,balanced_homophily,0.285012772
3,CiteSeer,CLGA,1,edge_homophily,0.540169824
3,CiteSeer,CLGA,1,node_homophily,0.513113393
3,CiteSeer,CLGA,1,class_homophily,0.5302387
3,CiteSeer,CLGA,1,adjusted_homophily,0.381111776
3,CiteSeer,CLGA,1,balanced_homophily,0.1831425
3,CiteSeer,CLGA,5,edge_homophily,0.527560718
